,App Version Code,App Version Name,customer comment date,Star Rating,Customer_review
8185,31.0,2.2.0,2022-03-12T18:34:19Z,1,Pésima no sirve
8188,31.0,2.2.0,2022-03-13T21:21:36Z,1,"Muy mala, cuando voy a validar datos me dice que transacción declinada y pues no actualiza los datos que puse en la pagina esa de compensar 👎👎👎👎"
8190,31.0,2.2.0,2022-03-14T14:54:36Z,1,"Esta billetera móvil, y además la tarjeta virtual son herramientas totalmente inútiles a la hora de retirar fondos a través de tolken en las supuestas entidades que recomiendan, en ninguna hay"" línea "" en ninguna esta activa supuestamente la herramienta"
8191,31.0,2.2.0,2022-03-14T15:36:52Z,1,La aplicación ya no deja entrar por el segundo factor de autenticacion cada que pongo los datos sabiendo que son los correctos no funciona ya son más de 2 meses que no e podido entrar
8192,31.0,2.2.0,2022-03-14T18:22:41Z,5,"Sencilla de manejar, fácil de entender y funcional."
8193,31.0,2.2.0,2022-03-14T18:47:28Z,1,Siempre la misma 💩💩 con esta app no sirve para nada pide calidad identidad y nunca es válido llevo dos meses intentando sacar el subsidio y no he podido valen es Mondá pilas de VERGA
8194,31.0,2.2.0,2022-03-14T19:14:27Z,4,"Es buena, pero sería mucho más fácil de usar o retirar dinero si se pudiera transferir a cuentas cómo Nequi o Daviplata"
8196,31.0,2.2.0,2022-03-14T23:01:28Z,1,Pesimooo
8198,31.0,2.2.0,2022-03-15T21:36:51Z,1,"Pésima aplicación cada rato pide autentificacion y es error y actualización por todo, definitivamente muy mala entra uno y dice que necesita rectificar los datos y pide correo y demás y sale error asco"
8201,12.0,2.0.0,2022-03-16T03:22:02Z,1,Es extremadamente mala la aplicación estaba ingresando normal ahora me pide una serie de autenticaciones las coloca uno bien que se el servicio que se comunique o que se acerque ala oficina si uno ase uso de la aplicación es porque no hay tiempo suficiente para asistir a la oficina se comunica a los numeros que dan y solo charla se supone que estamos en un tiempo en que todo debe ser menos complicado como estaba antes no se estrenaba uno demasiado que desastre .
8202,31.0,2.2.0,2022-03-16T12:37:20Z,1,"No está funcionando, pide que valide datos y no da las fechas correctas"
8203,31.0,2.2.0,2022-03-17T01:52:31Z,1,Muy mala solo se bloquea
8205,31.0,2.2.0,2022-03-17T14:00:51Z,1,"Llevo más de 1 mes intentando abrir la app y no carga, la desinstalo y la vuelvo a instalar y sigue lo mismo... muy mala esa aplicación PESIMA"
8208,31.0,2.2.0,2022-03-18T15:21:01Z,1,Malísima con esa nueva actualización súper nefasta
8209,31.0,2.2.0,2022-03-19T16:24:36Z,1,"Si se pudiera colocaría 0, el colmo 😡😡😡😡😡😡 una pérdida de tiempo realizar un retiro y juega con el tiempo de los usuarios"
8210,31.0,2.2.0,2022-03-19T16:53:41Z,1,"Porque la aplicación ya no permite las transferencias, digo si no están permitidas entonces para que tienen esa opción, ya básicamente no se puede hacer nada con esta app, por qué se la pasa bloqueada. si no están listos para las tecnologías vuelvan a las tarjetas plásticas y dejan de provocarnos dolores de cabeza."
8213,31.0,2.2.0,2022-03-20T05:55:16Z,1,"No me deja entrar solo la utilizo para ver los saldos de la tarjeta, escribo el número de cédula la clave y después me sale unas preguntas de seguridad a las cuales respondo bien y hay me sale transacción declinada y q me acerque a una oficina al cual no puedo porque vivo fuera de Bogotá. Llamo y tampoco me dan respuesta. Entonces como hago para utilizar la app."
8214,17.0,2.1.1,2022-03-20T16:50:18Z,1,Es una mierdad esa aplicación es mejor que la quiten de play Store no sirve para nada que porquería de servicio 😡
8216,7.0,1.3.3,2022-03-21T14:09:57Z,1,"La peor app movil, solo fallas y caidas del sistema, cuando no quiere aceptar tu contraseña te bloquea todo, así cambies de equipo. Y la unica solucion que te dan es ir a la oficina y esperar que no se les caiga el sistema, porque se sientobigual impedidos para ingresar tus datos. Mala en todo sentido, muy demorada, en ves de solucion solo complica tus requerimientos."
8220,31.0,2.2.0,2022-03-22T16:38:45Z,1,No responde
8223,31.0,2.2.0,2022-03-22T18:41:31Z,1,"Me parece terrible, le hicieron unas modificaciones para confirmar el titular, pero es imposible ingresar, hace preguntas de seguridad que no tienen que ver con uno como titular, deberían dejarla como estaba antes, menos trabas y más eficiencia."
8224,31.0,2.2.0,2022-03-22T22:40:27Z,1,Mala
8225,31.0,2.2.0,2022-03-23T03:38:47Z,4,👍
8226,31.0,2.2.0,2022-03-23T17:15:06Z,1,"Estoy tratando de realizar el enrolamiento, pero cuando escribo mi correo dice formato inválido y ese es el correo que tengo registrado en la página de compensar, como me pueden ayudar?"
8227,31.0,2.2.0,2022-03-23T18:30:14Z,1,"Hemos intentado con mi esposo entrar pero no se puede, ya tiene clave y cuando válida los datos siempre dice que la transacción está declinada. Muy mala porque lo hemos intentado ya casi 1 mes, cambiado los datos en las transacciones en línea, cambio de clave y nada funciona. Llamamos o preguntamos a compensar y la única solución es ir a una sede lo cual queda difícil por el horario de trabajo y también dicen que esperar pero lo único que queremos es sacar el subsidio de la niña. Muy mala"
8228,31.0,2.2.0,2022-03-23T20:16:07Z,1,Muy mala llevo días intentando retirar un subsidio género el token y siempre me aparece error
8233,31.0,2.2.0,2022-03-24T13:51:34Z,1,Mala no me degan abrir la aplicación disque el usuario no coincide
8234,31.0,2.2.0,2022-03-24T15:22:09Z,5,Buena
8235,31.0,2.2.0,2022-03-24T18:39:52Z,5,No me descarga la aplicación
8237,31.0,2.2.0,2022-03-24T21:53:51Z,5,"La aplicacion se cierra, la he desinstalado y vuelto a instalar, y no esta funcionando, que pasa por favor?"
8238,31.0,2.2.0,2022-03-24T22:24:17Z,1,"Me escribieron respecto al comentario que publique hoy Mi comentario y su respuesta fueron: No sirve para nada solicita información que nunca resulta correcta Ahora ya ni las líneas telefónicas sirven Respuesta del desarrollador: ¡Buenas tardes! Es un gusto saludarte, indícanos ¿Si lograste realizar el registro? Quedamos atentos. Señores mi problema no era de registro !!!!"
8239,31.0,2.2.0,2022-03-25T03:53:01Z,1,"Muy mala al hacerme las preguntas de seguridad para validar mi identidad las preguntas están cortadas a la mitad y no sabe uno que responder, ya que no se ve toda la pregunta completa"
8240,31.0,2.2.0,2022-03-25T19:10:48Z,5,"Me gusta mucho, en especial porque me da dinero. Al inicio de su uso es complicada después siempre está disponible y funcional!!"
8243,31.0,2.2.0,2022-03-26T16:34:48Z,1,"No sive de nada busura pa eso si no hay plata pa invertirle a los pobres..... 👎🏼 Va uno a dentrar y no deja le bloquean cuanta solo por mirar saldo, cuando vas a entrar dice que error toca llamar a cada rato al servicio al cliente......."
8244,31.0,2.2.0,2022-03-26T16:58:02Z,1,Pesima la aplicación no me deja entrar me pide mis datos los doy nunca e tenido credito ipotecario y me insiste con la misma pregunta me manda alas socursales igual aya me van a decir lo mismo 🥺.
8245,31.0,2.2.0,2022-03-26T18:29:38Z,1,Que hacer para que al momento de tratar de ingresar a la app no salga transacción declinada
8246,31.0,2.2.0,2022-03-26T20:50:02Z,1,Me parece re mala no puedo entrar ala aplicación se me olvidó la contraseña y le doy nueva no me deja muy mala😠
8248,31.0,2.2.0,2022-03-27T14:41:15Z,1,"Mala no, no malisima, pésima aplicación"
8249,31.0,2.2.0,2022-03-28T13:57:08Z,1,Buen día. El app tiene unas preguntas de actualización e identificación de usuario. Cuando llega el código en la segunda.. Se coloca el código pero no deja pasar a la 3 paso ya que los números aparecen super grandes y no deja ver el botón de siguiente. Como me pueden ayudar necesito retirar con el token.
8250,31.0,2.2.0,2022-03-28T15:33:44Z,2,Muy deficiente el funcionamiento de la app. La instale y solo pude ingresar 2 veces . Despues de eso nisiquiera da la opcion de ingresar los datos .
8251,31.0,2.2.0,2022-03-29T17:05:21Z,1,No sirve para nada por que no deja ni entrar
8256,31.0,2.2.0,2022-03-29T21:40:27Z,1,Pesima app ..voy a validar datos y me sale transacción declinada ..mala muy mala
8258,31.0,2.2.0,2022-03-30T01:15:25Z,1,La aplicación es mala no se con que fin la crearon no deja hacer nada. Para lo único que sirve es para mirar el saldo 😔😔😔😔😔😋 Ahora está peor ya no puedo ingresar que vaina😭😭😭😭😭
8259,31.0,2.2.0,2022-03-30T14:11:07Z,1,"Horrible no sirve para nada haces meses estoy tratando de mirar por medio de la aplicación los movimientos de e la tarjeta y me pidió que actualizarla los datos en transacciones línea ya está,pero me sale ahora que mi correo el formato es invalido , es mi email de toda la vida mejor dicho reitero no sirve de nada"
8260,31.0,2.2.0,2022-03-30T18:55:16Z,1,Nunca sirve esta app
8261,31.0,2.2.0,2022-03-30T23:16:08Z,1,"Tengo un problema ..hace unos días ingresaba sin problemas ,y hoy inserte la clave y no me deja entrar me dice que ingresé a olvide mi clave ,le doy hay y me dice que los datos ingresados son incorrectos..si no tenía problemas por qué ahora si"
8262,31.0,2.2.0,2022-03-31T00:00:53Z,1,Hace como un mes hice una recarga por esta aplicación y no me llegó pensé q era un error mío y dejé así así q hace cuatro días hice otra me salió un error entonces la volví a hacer y metí el otro pin y me descon ti del saldo cada recarga por un valor de diez mil pesos pero no me hicieron la recarga
8266,31.0,2.2.0,2022-04-02T03:44:01Z,1,"NO INSTALEN ESTA PÉSIMA APP TUVE QUE DARLE 1 ESTRELLA PESE A QUE NO LA MERECE. ES LENTA, NO VALIDA LOS DATOS, Y SENCILLAMENTE NO SIRVE PARA MADA, NO PIERDAN SU TIEMPO DESCARGANDOLA!!!!!"
8267,31.0,2.2.0,2022-04-03T16:17:34Z,1,"Billetera movil me está poniendo muchas trabas para ingresar, es terrible tener que actualizar cada rato la contraseña y ahora con esas preguntas de seguridad son peor porque son preguntas solo de bancos, doy respuestas obviamente correctas y aun así se me bloquea la cuenta"
8268,31.0,2.2.0,2022-04-03T17:09:11Z,1,Totalmente terrible es la peor de todas las aplicaciones malas para q inventan aplicaciones q no cumplen con las necesidades del usuario 😡 Es más dan los códigos de verificación q no sirven para nada
8270,31.0,2.2.0,2022-04-04T23:43:30Z,1,"Mala no permite ingresar, repite una y otra vez la validación de los datos y sale transacción declinada que pésima app, como pueden seguir haciéndonos descargar esta app si ven la cantidad de quejas que tiene no escuchan nuestras solicitudes que mal por compensar"
8271,31.0,2.2.0,2022-04-05T16:04:52Z,1,Pésima. No funciona.
8273,31.0,2.2.0,2022-04-05T22:13:37Z,1,"Horrible, estorba, no responde la verdad es una burla para el usuario"
8274,31.0,2.2.0,2022-04-06T13:36:51Z,1,Pésima aplicación no permite ingresar a la hora de registro dice q usuario ya vigente y no me permite ingresar
8276,31.0,2.2.0,2022-04-06T19:30:27Z,1,"Pésima aplicación, se cierra de manera inesperado y no permite avanzar del factor de autenticacion, ya he ido tres veces a la sede física y la respuesta es que se debe esperar 5 días hábiles para la solución"
8278,31.0,2.2.0,2022-04-06T21:55:30Z,1,Muy mala para verificar los pasos tiene que ir a oficinas aparte si son de municipios y no les queda cerca por que si no pueden prestar un buen servicio meten esta app mil veces la targeta era muchisimo mas facil 😡😡
8279,31.0,2.2.0,2022-04-07T00:14:57Z,1,"Pésima, no puedo sacarla plata"
8280,31.0,2.2.0,2022-04-07T00:43:38Z,1,"Pésimo servicio, la app no funciona, no se puede sacar el dinero"
8283,31.0,2.2.0,2022-04-08T01:38:04Z,1,Pésima no me permite ingresar llevo bastante tiempo tratando de ingresar y no me permite validar identidad no sirve para nada
8284,31.0,2.2.0,2022-04-08T02:17:54Z,1,"No me deja abrir la aplicación me dice que verifique el Internet tengo datos e Internet en la casa y no me deja abrirla es una aplicación que no sirve, no funciona para nada, y no hay quien de una respuesta"
8285,31.0,2.2.0,2022-04-09T17:57:46Z,1,Pésima aplicación no deja ingresar Se queda en validar identidad. No funciona
8286,31.0,2.2.0,2022-04-10T00:54:46Z,5,Exelente
8287,31.0,2.2.0,2022-04-10T03:23:04Z,1,"La app molesta me bloqueó la entrada, además de ser un poco engorrosa de usar"
8289,31.0,2.2.0,2022-04-10T15:16:35Z,1,Que aplicación Tan Mala La verdad Ya llevo para 2 meses Que no e podido retirar el dinero que le llega a mis Hijas Llevo Tiempo perdido Hayando solución Para el problema que llevo Y nada al Utilizar la app de billetera móvil ingreso los datos y al seguir los 3 pasos solo me deja entrar en el 1 y ya de ay me aparece un anuncio de transacción declinada y de ay No puedo dentrar pésimo servicio ...
8291,31.0,2.2.0,2022-04-10T19:27:45Z,1,Es una pésima App nunca puedo ingresar
8292,31.0,2.2.0,2022-04-10T23:32:13Z,1,Pesima aplicación
8293,31.0,2.2.0,2022-04-11T22:21:32Z,2,No sirve para nada
8294,31.0,2.2.0,2022-04-12T15:42:47Z,5,Excelente
8295,31.0,2.2.0,2022-04-12T16:12:25Z,1,Pésimo esto no sirve para nada.
8296,31.0,2.2.0,2022-04-12T17:16:56Z,1,Muy mala ahora pide validación de datos y no salen respuesta como ninguna si o si toca escoger una opción así todas estén mal
8298,31.0,2.2.0,2022-04-12T18:32:36Z,1,"Descargue la aplicación y ni siquiera me abre. Pésima aplicación, no nos facilita nada"
8300,31.0,2.2.0,2022-04-12T21:48:54Z,5,Es muy exelente está aplicación
8301,31.0,2.2.0,2022-04-12T22:09:31Z,1,Es pesima hace meses no me deja entrar 😔 Escribo bien mi informacion y el codigo que llega al celular de alli no me deja ingresar dice que no es valido.
8303,31.0,2.2.0,2022-04-13T04:35:46Z,1,"Pésima,mala,fatal no funciona nunca funciona Siempre estamos presentando fallas intente más tarde"
8304,31.0,2.2.0,2022-04-13T18:28:33Z,1,No abre la apliacacion
8306,31.0,2.2.0,2022-04-13T20:54:38Z,1,Que falta de respetó es una completa grosería compensar habilitar una app que no deja ingresar..AAA pero si fuera un delincuente ahi si lo dejan ingresar rapidito...
8309,31.0,2.2.0,2022-04-16T13:21:40Z,5,Excelente aplicación y fácil de usar
8310,31.0,2.2.0,2022-04-16T16:40:21Z,1,Siempre que intento entrar a la app con la contraseña correcta me pide una verificación y siempre me da error que no se puede completar la verificación y así es siempre
8313,31.0,2.2.0,2022-04-17T13:01:55Z,1,La aplicación es muy lenta
8315,31.0,2.2.0,2022-04-18T11:22:25Z,1,"App pésima, al intentar pasar la verificación de seguridad no lo permite, esto a pesar de que la misma información ya había sido confirmada y me había dado acceso la app se cierra repentinamente, envío un correo para una pronta solución y tampoco es posible. Llevo 2 semanas intentando ingresar desde distintos dispositivos y no hay sido posible. Bloqueado totalmente y sin respaldo alguno."
8316,31.0,2.2.0,2022-04-18T16:39:48Z,1,Que la aplicación llevo más de un mes intentando registrarme y siempre se queda en la parte de te enviamos un código por mensaje de texto y nunca llega nada y dejen un correo que funcione para poder enviar los reclamos
8317,31.0,2.2.0,2022-04-18T18:41:42Z,1,"Muy pésima App es muy incómodo poder ingresar a la aplicación! Piden clave para poder pasar a la 3ra opción, envían código lo ingreso y sale que caudico el código!!! Muy malísimo"
8319,31.0,2.2.0,2022-04-19T01:46:42Z,1,No me deja ingresar
8322,31.0,2.2.0,2022-04-20T01:42:29Z,5,"Muy mala , supuestamente toca validar la identificación después de más de tres años utilizando mi billetera y no deja ni siquiera ngresar los datos , como hace uno, muy mala"
8324,14.0,2.1.0,2022-04-20T02:46:44Z,1,"Está fallando demasiado, no deja ingresar pide preguntas de seguridad que para validar y no se puede porque falla en el momento de ingresar el código"
8330,31.0,2.2.0,2022-04-22T01:53:06Z,1,Malísima esta app me el colmo no dar solución alguno ni vía telefónica
8331,31.0,2.2.0,2022-04-22T02:13:02Z,2,Regular
8332,31.0,2.2.0,2022-04-22T17:53:23Z,1,"Pésimo servicio con está aplicación no funciona, pide validar identidad, ya fui a un punto de servicio de Compensar, dijeron que en 5 días hábiles podía volver a ingresar y nada la aplicación sigue igual, fallando. Mal servicio"
8333,31.0,2.2.0,2022-04-22T21:12:26Z,1,No cada vez peor no deja entrar
8335,31.0,2.2.0,2022-04-24T14:10:59Z,4,"Tengo un crédito rotativo con Compensar aprobado y utilizado, no parece en la app. Porque no aparece. Gracias"
8336,31.0,2.2.0,2022-04-24T15:20:00Z,1,Una aplicación muy mala Nunca abre. Pide validar la información y perdido mucho tiempo esperando pide asistir a unas oficinas específicas. Que tal la aplicación no fuera en colombia. Habría que ir a la china? Si fuera el caso. Creo es la peor aplicación.
8339,31.0,2.2.0,2022-04-25T23:03:28Z,1,La app está presentando fallas para retirar el dinero.
8340,31.0,2.2.0,2022-04-25T23:23:05Z,1,Veo comentarios desde el 2021 de que la app no funciona y la respuesta fue que estaban haciendo actualizaciones pero cuantos meses? No me deja ingresar la app
8342,31.0,2.2.0,2022-04-25T23:44:24Z,1,"No abre nada, pésima como la misma caja de compensación e ips"
8343,31.0,2.2.0,2022-04-26T00:58:21Z,1,Muy mala no deja entrar
8344,31.0,2.2.0,2022-04-26T01:14:02Z,1,pésimo no he podido ingresar de la validación de identidad al escribir el código que envían no pasa de ahí
8349,33.0,2.2.1,2022-04-26T15:25:52Z,1,Llevo mas de dos dias intentado ver transacciones y no me deja
8350,31.0,2.2.0,2022-04-26T16:07:28Z,4,Buena App 👍
8351,33.0,2.2.1,2022-04-26T16:08:12Z,1,"Antes me había funcionado bien, ahorita poder ingresar a la app es lo peor, ya que me indica que no tengo Internet pero estoy conectada..."
8355,33.0,2.2.1,2022-04-26T16:52:35Z,1,Actualizaron la app y ya ni deja ingresar pésima
8357,33.0,2.2.1,2022-04-26T18:04:46Z,1,Pésimo... Llevo tres meses tratando de ingresar... He actualizado los datos y nunca llega el mensaje de texto con el código de doble autenticación. He llamado a la línea de atención al cliente y la solución es que me vaya a plantar a una oficina a ver si me solucionan. Horrible la plataforma que manejan.
8358,17.0,2.1.1,2022-04-26T18:42:21Z,1,Malisim
8359,33.0,2.2.1,2022-04-26T19:44:03Z,1,La app nunca ha funcionado de forma correcta el día de hoy intenté nuevamente ingresar y me solicita un código que me envían mediante mensaje de texto que nunca llegó
8361,31.0,2.2.0,2022-04-26T19:55:28Z,1,Mala muy mala nada que ver
8363,33.0,2.2.1,2022-04-26T20:08:22Z,1,"Muy mala esta app, siempre está fuera de servicio, y no entregan tarjetas que por la emergencia del covid, me toca por token y nunca sirve, pésima pésima en realidad"
8365,33.0,2.2.1,2022-04-26T20:23:29Z,1,Apple no funciona como debería que mal
8367,33.0,2.2.1,2022-04-26T21:02:42Z,1,No sirve la aplicación 😞😕😞😕😞😕
8368,33.0,2.2.1,2022-04-26T21:04:22Z,1,Malo no deja abrir la aplicación
8372,34.0,2.2.2,2022-04-27T01:15:09Z,1,Es muy lenta la aplicación. Difícil ingresar
8373,33.0,2.2.1,2022-04-27T13:28:56Z,1,Estoy de acuerdo con todos es mejor que den nuevamente la tarjeta ya que es más útil o que asignen nuevamente lo cageros de serbibanca para poder retirar con. La app hay por que es muy complicado buscar Los puntos de donde se puede retirar
8374,34.0,2.2.2,2022-04-27T14:45:20Z,1,Donde puedo mirár pára retirár subsidio
8375,34.0,2.2.2,2022-04-27T14:56:09Z,1,Pésima aplicación. Siempre se traba y no funciona. Ya la desinstale y la instale y no me deja transferir a otra cuenta. Envié correo a la cuenta que indican en los comentarios.
8376,34.0,2.2.2,2022-04-27T15:27:42Z,5,Muy buen servicio la verdad me funciona bien..lo recomiendo.
8377,33.0,2.2.1,2022-04-27T18:46:40Z,1,No sirve siempre se queda bloqueada y aun se digite los datos correctos muestra error
8379,34.0,2.2.2,2022-04-27T23:22:36Z,1,"Pésima esta aplicación toca cambiar de clave, se ingresa la clave y no acepta, para retirar el dinero no se puede con el token, muy jarta está aplicación"
8381,31.0,2.2.0,2022-04-28T05:50:32Z,1,"Una app mal diseñada al ingresar siempre arroga error, nadie da solución ni por teléfono ni por chat, una app se crea para ser más fácil y útil para los usuarios."
8384,34.0,2.2.2,2022-04-28T17:21:42Z,1,Honestamente mala app 😔
8385,34.0,2.2.2,2022-04-28T19:56:29Z,2,"Cada día que pasa ahí menos consistencia en la aplicación y sobre todo que uno tiene que estar actualizando los datos ,lo otro que tiene es que no llegó aló notificación de cuando consigan el subsidio y uno llama y nadie responde para solucionar el problema"
8388,34.0,2.2.2,2022-04-28T21:10:01Z,1,"Se actualizo la app y no envía el mensaje de verificación. Es un fiasco esta app de compensar, ya estoy registrado pero me pide verificación para continuar."
8391,34.0,2.2.2,2022-04-29T15:30:06Z,1,Pesima siempre falla
8393,34.0,2.2.2,2022-04-29T18:10:19Z,5,NOfunciona
8394,34.0,2.2.2,2022-04-29T18:17:00Z,1,Pésimo lo actualizaron y ya no me deja ingresar
8396,34.0,2.2.2,2022-04-29T19:09:36Z,5,Compensar es la mejor agencia que puede aver siempre está disponible para todas las personas que las necesitan estoy muy contenta de ser parte de ella
8398,34.0,2.2.2,2022-04-29T19:42:40Z,5,Excelente aplicación.
8400,34.0,2.2.2,2022-04-29T22:10:19Z,1,Que pésima app no e podido entrar a la tarjeta para mirar mi saldo y según están trabajando para arreglar el daño y llevan días asi
8402,34.0,2.2.2,2022-04-30T03:37:58Z,4,Se actualizo nuevamente la app por fin funciono
8403,34.0,2.2.2,2022-04-30T15:12:00Z,5,Muy buena
8404,34.0,2.2.2,2022-04-30T15:32:41Z,1,Mucho complique para retirar el subsidio.
8405,34.0,2.2.2,2022-04-30T20:49:42Z,1,Pésima aplicación si uno cambia de celular es un problema para volver a iniciar sesión llevo una semana intentando y aun no me deja ingresar
8408,34.0,2.2.2,2022-05-01T15:00:12Z,1,"Demasiado complicada, poco amigable, cero explicativa, desepciona tratándose de Compensar"
8409,34.0,2.2.2,2022-05-01T17:18:12Z,1,"Horrible, no sirve"
8410,34.0,2.2.2,2022-05-01T21:53:33Z,1,"Definitivamente es malísima app, cada vez que voy a ingresar tengo que digitar todos los datos, es lenta, y está última actualización no me deja realizar movimientos, es preferible la tarjeta física."
8411,34.0,2.2.2,2022-05-02T00:24:52Z,1,Tiene mucho tiempo sin funcionar uno no puedo hacer nada... A ver si mejoran
8415,34.0,2.2.2,2022-05-02T16:43:11Z,1,"Buenas, un favor no puedo realizar recargas sale proceso declinado ayuda por favor"
8417,34.0,2.2.2,2022-05-02T23:17:47Z,1,Pésima esta aplicación ahora no me deja ingresar me dice transacción declinada: la validación de seguridad no fue exitosa te recomendamos nuevamente realizar el proceso o dirigirte a una de nuestras sedes siempre que lo intento me aparece lo mismo prefiero desinstalarla y seguir consultando el saldo por la línea telefónica ya que no voy a sacar tiempo para ir a una sede que se encuentra tan lejos
8418,34.0,2.2.2,2022-05-02T23:27:34Z,5,Proceso ágil para activación muy buena app
8420,34.0,2.2.2,2022-05-03T04:49:34Z,1,No nada es simple sencillo si por vía telefónica no ayudan que van ayudar con una app lo siento que pena y que falta de respeto
8422,34.0,2.2.2,2022-05-03T09:08:30Z,3,Le falta a un muchos beneficios como transferir a cuentas bancarias
8423,34.0,2.2.2,2022-05-03T11:39:48Z,1,Es una porquería no deja entrar cada ratos pide todos los datos y va terminado y se bloquea
8424,34.0,2.2.2,2022-05-03T12:32:03Z,5,Muy bien satisfecha
8425,34.0,2.2.2,2022-05-03T16:30:51Z,2,"No permite pagar servicios Presenta un error desde hace días, aparece que ^nuestro servicio esta experimentando un problema en este momento, estamos trabajando en ello, esperamos restaurar la funcionalidad en breve^ cuanto tiempo mas aparecera asi? ya van varios dias"
8427,31.0,2.2.0,2022-05-03T18:32:43Z,1,Pésima app no deja ingresar Alós filtros de seguridad desde que la atalisaron quedó super mala no se merece ni una estrella por lo pésima de vieran de mejorar la aplicación lla que anterior era buena
8428,34.0,2.2.2,2022-05-03T22:15:51Z,1,Muy mala
8431,34.0,2.2.2,2022-05-04T13:12:34Z,1,Pésima aplicación a cada rato toca actualizarla
8437,31.0,2.2.0,2022-05-04T22:07:47Z,5,Ok
8438,34.0,2.2.2,2022-05-04T23:14:15Z,1,"La aplicación más perversa en la historia de la humanidad, no me deja ingresar para retirar la cuota monetaria."
8439,34.0,2.2.2,2022-05-04T23:39:48Z,1,Nunca deja actualizar los datos muy mala.
8443,34.0,2.2.2,2022-05-05T01:32:29Z,5,es excelente tener la plata allí lo recomiendo
8445,34.0,2.2.2,2022-05-05T02:56:17Z,1,"La app no abre apresar de que le doy la verificación, era mejor antes"
8447,34.0,2.2.2,2022-05-05T04:52:53Z,1,"De lo peor no me deja hacer nada hasta que se bloque, la desbloqueo y aun poniendo los datos correctos se vuelve a bloquear"
8456,34.0,2.2.2,2022-05-05T21:12:05Z,1,La verdad la Peor app e veraz no dej hacer nada era muchicimo mejor hace in año por favor cambie eL sistema
8459,34.0,2.2.2,2022-05-05T22:52:35Z,1,"Desde que me afiliaron va hacer cuatro meses no e recibido el primer subsidio y aparezco activa , el subsidio familiar"
8460,34.0,2.2.2,2022-05-06T01:35:04Z,1,Una porquería
8462,31.0,2.2.0,2022-05-06T03:03:17Z,5,Muy buena aplicacion brinda la informacion adecuada
8465,34.0,2.2.2,2022-05-06T12:50:34Z,4,"Aunque está bien estructurada, tiene deficiencia, sobre todo para ingresar, es lenta y toca intentar más de una vez..falta la identificación biométrica...la tarjeta debe ser virtual, de igual manera se pueda pagar en pase y debe permitir pagar por internet, puesto que retirar el dinero en físico es toda una odisea..nunca hay línea en las cajas de olímpica y éxito.."
8466,34.0,2.2.2,2022-05-06T13:51:18Z,5,La verdad ahora la aplicasion no dejar entrar ya q ingresa uno la contraseña y pide caviarla siempre. La cambio y funciona y despues q me salgo la pide una nueva de nuevo y la verdad esta aplicasion esta fallando como estaba primero estaba bn pero de q la artualisaron hay muchas fallas para ingreso y no facilita bn ahora las cosas.
8468,34.0,2.2.2,2022-05-06T15:48:58Z,1,Con esa nueva actualización pésima cada rato presenta error no permite ingresar
8469,34.0,2.2.2,2022-05-06T16:23:12Z,1,"Llevo un mes tratando de ingresar llamo directamente y me dicen que ellos no tienen problemas con el sistema , escribo por correo no responden, ingreso me dicen que tengo que autenticar después me dice que están experimentando un problema en el sistema.. necesito la pronta ayuda, ya que necesito ingresar a la billetera movil compensar."
8472,34.0,2.2.2,2022-05-06T17:30:51Z,1,"La peor aplicación que han podido crear, y ahora desde la actualización tienen menos infinito en calificación, debieran habilitar por la página de compensar poder hacer todos estos trámites de la tarjeta, ya tengo una semana tratando de poder entrar y nada, solo dice que tienen un problema y que están tratando de solucionar pero nada"
8474,34.0,2.2.2,2022-05-06T21:06:29Z,2,"Sería bueno poder tener la tarjeta de nuevo, de tal manera que si no funciona la app uno no quede de brazos cruzados.. generalmente es lenta o presenta errores"
8475,34.0,2.2.2,2022-05-06T21:19:09Z,2,Es muy dificil complicada para uno poder usarla hacen muchas preguntas bobas y lo bloquea a uno yo no e podido ni porq e pedido ayuda de.personas que saben i no dejan ingresar gracias 🙂
8476,34.0,2.2.2,2022-05-06T22:14:34Z,3,No carga.
8477,34.0,2.2.2,2022-05-06T22:28:04Z,1,"Como dañar una buena aplicación en una sola actualización. Cada nada pide inicio de sesión, es lenta, se demora en mostrar los resultados en cada clic de botón, no es capas de cargar contraseña del baúl etc etc. La anterior por lo menos hacia todo esto sin batallar, deben cambiar de desarrolladores"
8482,34.0,2.2.2,2022-05-07T15:08:48Z,1,Muy mala
8483,34.0,2.2.2,2022-05-07T15:30:32Z,5,👍
8485,4.0,1.3.2,2022-05-07T16:39:00Z,1,"Es una basura no sirve para nada que aplicación tan pésima ¿Que pasa con la caja de compensación familiar compensar? ¿No tienen para invertir en tecnología? Y lo peor en la av 68 dan una información muy escasa unas asesoras que no saben ni dónde están paradas, ni siquiera es esa ""sede"" pueden abrir esa supuesta aplicación"
8487,34.0,2.2.2,2022-05-07T18:39:51Z,1,Nefasta app deveria darles vergüenza llamarse programadores ingenieros etc
8490,31.0,2.2.0,2022-05-07T22:23:17Z,5,Bueno
8491,31.0,2.2.0,2022-05-07T22:41:28Z,1,Muy mala la aplicación no deja entrar ni validando los datos muy mala definitivamente la dañaron no sirve
8492,34.0,2.2.2,2022-05-07T23:03:01Z,2,No me a dejado ingresar
